Tahun Registrasi,Provinsi,Kota/Kabupaten,Tipe Kendaraan,Brand,Model,Estimasi Harga (Rp),Jarak Tempuh (km),Penerima Subsidi
2025,Jawa Barat,Bogor,Motor Listrik (R2),Polytron,Fox R,45000000,64,Ya
2025,Jawa Barat,Depok,Motor Listrik (R2),Volta,Virgo,31000000,100,Ya
2023,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Wuling,BinguoEV,302000000,394,Ya
2025,Banten,Tangerang Selatan,Motor Listrik (R2),Yadea,E8s Pro,38000000,123,Ya
2024,Banten,Lainnya,Mobil Listrik (R4),Wuling,Air EV,292000000,392,Ya
2025,Jawa Barat,Bandung,Mobil Listrik (R4),Wuling,Air EV,399000000,346,Ya
2021,Jawa Barat,Bandung,Motor Listrik (R2),Selis,Agats,18000000,86,Ya
2025,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Selis,Agats,45000000,108,Ya
2023,Jawa Barat,Bekasi,Motor Listrik (R2),Polytron,Fox R,19000000,73,Ya
2023,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Polytron,Fox S,24000000,76,Ya
2023,Jawa Timur,Malang,Mobil Listrik (R4),BYD,Dolphin,735000000,581,Tidak
2025,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Gesits,G1,18000000,71,Ya
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,E-Max,21000000,105,Ya
2023,Jawa Barat,Bandung,Bus/Komersil (EV),MAB,MD12E NF,4760000000,245,Tidak
2025,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Toyota,bZ4X,570000000,447,Tidak
2023,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Wuling,Air EV,236000000,280,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Selis,Agats,34000000,64,Tidak
2024,Jawa Barat,Lainnya,Mobil Listrik (R4),Toyota,bZ4X,652000000,442,Tidak
2022,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,E8s Pro,36000000,113,Ya
2025,Jawa Timur,Surabaya,Mobil Listrik (R4),Wuling,BinguoEV,289000000,310,Ya
2022,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,E8s Pro,41000000,81,Ya
2025,Banten,Tangerang,Motor Listrik (R2),Honda,EM1 e:,43000000,69,Ya
2025,DI Yogyakarta,Kota/Kabupaten Lain,Motor Listrik (R2),Honda,EM1 e:,15000000,87,Ya
2024,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Wuling,Cloud EV,346000000,320,Ya
2024,Jawa Barat,Depok,Motor Listrik (R2),Volta,Virgo,29000000,96,Ya
2025,Jawa Barat,Bandung,Mobil Listrik (R4),Hyundai,Kona Electric,1058000000,399,Ya
2023,Jawa Barat,Bogor,Motor Listrik (R2),Selis,E-Max,31000000,85,Ya
2025,Jawa Barat,Bekasi,Mobil Listrik (R4),Hyundai,Ioniq 5,782000000,495,Ya
2023,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),Wuling,Cloud EV,349000000,375,Ya
2022,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Yadea,T9,20000000,109,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Volta,Virgo,20000000,60,Ya
2023,Jawa Timur,Surabaya,Mobil Listrik (R4),BYD,Seal,578000000,479,Tidak
2024,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Wuling,Cloud EV,273000000,230,Ya
2023,Bali,Kota/Kabupaten Lain,Mobil Listrik (R4),Chery,Omoda E5,507000000,319,Tidak
2025,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Wuling,BinguoEV,320000000,306,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox S,29000000,117,Ya
2024,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),Hyundai,Ioniq 6,1131000000,465,Ya
2023,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Hyundai,Ioniq 5,1003000000,384,Ya
2024,Jawa Barat,Bekasi,Motor Listrik (R2),Selis,E-Max,39000000,64,Ya
2024,Jawa Barat,Depok,Motor Listrik (R2),Polytron,Fox R,31000000,116,Ya
2022,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Honda,EM1 e:,23000000,64,Ya
2022,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Gesits,G1,22000000,61,Ya
2023,Jawa Barat,Bogor,Mobil Listrik (R4),Wuling,BinguoEV,193000000,296,Ya
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,Cervo,18000000,81,Ya
2025,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Gesits,Raya,36000000,82,Ya
2023,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Gesits,Raya,39000000,119,Ya
2024,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Hyundai,Ioniq 5,796000000,453,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,Agats,30000000,93,Ya
2023,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Yadea,E8s Pro,18000000,99,Ya
2025,Jawa Barat,Depok,Motor Listrik (R2),Volta,Mandala,26000000,82,Ya
2020,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Alva,Cervo,40000000,98,Ya
2022,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Selis,E-Max,42000000,101,Tidak
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,E8s Pro,35000000,66,Tidak
2022,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),BYD,Seal,666000000,493,Tidak
2025,Jawa Barat,Depok,Motor Listrik (R2),Polytron,Fox R,41000000,74,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Yadea,E8s Pro,30000000,91,Ya
2021,Banten,Tangerang Selatan,Motor Listrik (R2),Selis,Agats,17000000,100,Ya
2023,Jawa Barat,Bogor,Mobil Listrik (R4),Chery,Omoda E5,693000000,407,Tidak
2024,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Polytron,Fox S,16000000,112,Ya
2021,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Toyota,bZ4X,957000000,351,Tidak
2025,Jawa Barat,Depok,Motor Listrik (R2),Yadea,T9,17000000,88,Ya
2024,Banten,Tangerang,Motor Listrik (R2),Alva,Cervo,37000000,67,Ya
2024,Jawa Timur,Lainnya,Motor Listrik (R2),Honda,EM1 e:,25000000,125,Ya
2025,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Wuling,Air EV,253000000,360,Ya
2023,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Yadea,E8s Pro,27000000,85,Ya
2025,Jawa Barat,Lainnya,Mobil Listrik (R4),Wuling,Air EV,389000000,338,Ya
2023,Jawa Barat,Bekasi,Motor Listrik (R2),Volta,401,24000000,106,Ya
2024,Jawa Barat,Bogor,Mobil Listrik (R4),Hyundai,Ioniq 6,1093000000,432,Ya
2024,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),BYD,Seal,573000000,419,Tidak
2023,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Honda,EM1 e:,38000000,120,Tidak
2022,Jawa Timur,Surabaya,Motor Listrik (R2),Yadea,T9,27000000,84,Ya
2024,Sumatera Utara,Kota/Kabupaten Lain,Motor Listrik (R2),Honda,EM1 e:,40000000,81,Tidak
2024,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),MG,MG ZS EV,548000000,418,Tidak
2025,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Alva,One,36000000,127,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Honda,EM1 e:,37000000,125,Tidak
2024,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Wuling,Cloud EV,308000000,388,Ya
2025,Banten,Lainnya,Mobil Listrik (R4),Wuling,BinguoEV,313000000,306,Ya
2023,Banten,Tangerang,Mobil Listrik (R4),Chery,Omoda E5,620000000,420,Tidak
2024,Jawa Barat,Depok,Mobil Listrik (R4),Chery,Omoda E5,969000000,388,Tidak
2025,Banten,Tangerang Selatan,Motor Listrik (R2),Alva,Cervo,39000000,83,Ya
2024,Sumatera Utara,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,E-Max,33000000,84,Ya
2025,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Polytron,Fox R,20000000,95,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Honda,EM1 e:,44000000,88,Tidak
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Selis,E-Max,42000000,110,Ya
2024,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Hyundai,Ioniq 6,823000000,498,Ya
2022,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Honda,EM1 e:,44000000,124,Ya
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Gesits,Raya,26000000,95,Ya
2023,Jawa Timur,Malang,Motor Listrik (R2),Polytron,Fox R,25000000,128,Ya
2022,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),MG,MG 4 EV,667000000,300,Tidak
2023,Jawa Barat,Bandung,Motor Listrik (R2),Volta,Mandala,27000000,88,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Volta,401,31000000,79,Tidak
2023,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),BYD,M6,497000000,483,Tidak
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Honda,EM1 e:,24000000,117,Ya
2022,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Selis,Agats,26000000,116,Ya
2022,Jawa Barat,Bandung,Motor Listrik (R2),Alva,Cervo,35000000,77,Ya
2023,Jawa Barat,Bandung,Motor Listrik (R2),Volta,401,39000000,106,Ya
2023,Lainnya,Kota/Kabupaten Lain,Mobil Listrik (R4),Hyundai,Kona Electric,913000000,394,Ya
2024,Banten,Tangerang Selatan,Motor Listrik (R2),Honda,EM1 e:,44000000,128,Ya
2024,Jawa Barat,Depok,Motor Listrik (R2),Alva,Cervo,45000000,86,Ya
2022,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,Cervo,16000000,127,Ya
2022,Banten,Lainnya,Motor Listrik (R2),Honda,EM1 e:,21000000,62,Ya
2024,Jawa Barat,Bekasi,Motor Listrik (R2),Volta,Mandala,32000000,116,Tidak
2023,Jawa Barat,Depok,Mobil Listrik (R4),Wuling,Cloud EV,343000000,366,Ya
2023,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Alva,Cervo,44000000,87,Ya
2021,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Volta,401,27000000,85,Ya
2021,Jawa Timur,Sidoarjo,Mobil Listrik (R4),Hyundai,Ioniq 5,1136000000,491,Tidak
2025,Banten,Tangerang Selatan,Mobil Listrik (R4),Wuling,BinguoEV,200000000,226,Ya
2025,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Volta,Virgo,27000000,79,Ya
2024,Jawa Timur,Lainnya,Motor Listrik (R2),Selis,E-Max,22000000,86,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Gesits,G1,31000000,96,Ya
2024,Banten,Lainnya,Mobil Listrik (R4),Hyundai,Ioniq 6,992000000,370,Ya
2023,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Hyundai,Ioniq 5,921000000,411,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Honda,EM1 e:,42000000,64,Ya
2021,Jawa Timur,Lainnya,Motor Listrik (R2),Polytron,Fox R,37000000,72,Ya
2025,Jawa Barat,Bogor,Motor Listrik (R2),Alva,One,39000000,108,Tidak
2023,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Wuling,Air EV,382000000,236,Ya
2024,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Selis,Agats,26000000,100,Ya
2024,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Polytron,Fox S,39000000,60,Ya
2024,Banten,Tangerang Selatan,Mobil Listrik (R4),BYD,Dolphin,632000000,557,Tidak
2025,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Volta,401,43000000,105,Ya
2025,Jawa Barat,Lainnya,Mobil Listrik (R4),BYD,Seal,724000000,400,Tidak
2024,Jawa Barat,Bogor,Motor Listrik (R2),Gesits,Raya,17000000,64,Ya
2024,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),BYD,M6,422000000,589,Tidak
2025,Jawa Barat,Depok,Motor Listrik (R2),Volta,Mandala,43000000,60,Ya
2023,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Wuling,BinguoEV,341000000,204,Ya
2024,Banten,Lainnya,Motor Listrik (R2),Yadea,T9,29000000,93,Ya
2024,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Yadea,E8s Pro,21000000,125,Ya
2025,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Hyundai,Ioniq 5,1165000000,447,Ya
2025,Lainnya,Kota/Kabupaten Lain,Motor Listrik (R2),Gesits,Raya,17000000,63,Ya
2024,Jawa Barat,Lainnya,Motor Listrik (R2),Alva,Cervo,35000000,122,Ya
2024,Jawa Timur,Malang,Motor Listrik (R2),Selis,Agats,25000000,120,Ya
2024,Jawa Barat,Depok,Mobil Listrik (R4),Wuling,Air EV,209000000,310,Ya
2023,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox R,44000000,95,Ya
2024,Jawa Barat,Lainnya,Motor Listrik (R2),Volta,401,39000000,127,Tidak
2023,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Volta,Mandala,23000000,92,Ya
2024,Jawa Barat,Bandung,Mobil Listrik (R4),MG,MG ZS EV,478000000,317,Tidak
2023,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Yadea,E8s Pro,39000000,81,Tidak
2023,Jawa Barat,Bekasi,Mobil Listrik (R4),Hyundai,Kona Electric,891000000,356,Ya
2022,Jawa Barat,Depok,Motor Listrik (R2),Volta,Virgo,36000000,63,Tidak
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Yadea,T9,41000000,114,Tidak
2025,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Alva,One,23000000,129,Ya
2024,Jawa Barat,Bandung,Motor Listrik (R2),Volta,401,36000000,85,Ya
2025,Banten,Lainnya,Motor Listrik (R2),Alva,One,23000000,118,Ya
2025,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Honda,EM1 e:,26000000,92,Ya
2024,Jawa Barat,Bekasi,Mobil Listrik (R4),Wuling,Air EV,334000000,341,Ya
2022,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Gesits,G1,20000000,60,Ya
2023,Jawa Barat,Bandung,Mobil Listrik (R4),Hyundai,Ioniq 5,959000000,490,Ya
2024,Jawa Barat,Lainnya,Mobil Listrik (R4),Chery,Omoda E5,585000000,312,Tidak
2023,Jawa Timur,Lainnya,Mobil Listrik (R4),BYD,Dolphin,471000000,428,Tidak
2024,Jawa Barat,Bandung,Motor Listrik (R2),Honda,EM1 e:,32000000,60,Tidak
2022,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Honda,EM1 e:,28000000,115,Ya
2025,Banten,Tangerang,Motor Listrik (R2),Gesits,G1,42000000,101,Tidak
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,One,37000000,77,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Gesits,G1,22000000,97,Ya
2024,Jawa Timur,Sidoarjo,Motor Listrik (R2),Polytron,Fox R,41000000,81,Ya
2024,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Wuling,Air EV,379000000,393,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Alva,Cervo,34000000,110,Tidak
2025,Jawa Barat,Lainnya,Motor Listrik (R2),Honda,EM1 e:,32000000,89,Ya
2023,Banten,Tangerang Selatan,Motor Listrik (R2),Gesits,Raya,16000000,89,Ya
2025,Banten,Tangerang,Motor Listrik (R2),Yadea,E8s Pro,26000000,92,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,Agats,19000000,105,Ya
2025,Jawa Timur,Surabaya,Motor Listrik (R2),Yadea,T9,21000000,88,Ya
2025,Banten,Tangerang,Motor Listrik (R2),Selis,Agats,35000000,92,Ya
2025,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Gesits,Raya,35000000,91,Ya
2024,Banten,Tangerang,Motor Listrik (R2),Selis,E-Max,31000000,100,Ya
2025,Banten,Tangerang Selatan,Mobil Listrik (R4),Wuling,BinguoEV,204000000,393,Ya
2024,Banten,Tangerang Selatan,Motor Listrik (R2),Yadea,E8s Pro,36000000,73,Tidak
2020,Jawa Barat,Bandung,Motor Listrik (R2),Selis,E-Max,41000000,100,Ya
2024,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),Wuling,Cloud EV,222000000,254,Ya
2024,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Alva,One,18000000,67,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox S,23000000,96,Ya
2023,Jawa Barat,Bekasi,Mobil Listrik (R4),Wuling,BinguoEV,310000000,346,Ya
2024,Jawa Barat,Bogor,Motor Listrik (R2),Selis,E-Max,37000000,69,Ya
2022,Jawa Barat,Bandung,Motor Listrik (R2),Polytron,Fox S,45000000,92,Ya
2023,Jawa Barat,Depok,Motor Listrik (R2),Polytron,Fox R,37000000,92,Ya
2025,Banten,Tangerang Selatan,Motor Listrik (R2),Alva,Cervo,44000000,127,Ya
2021,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Gesits,Raya,39000000,86,Ya
2023,Jawa Barat,Bogor,Motor Listrik (R2),Gesits,Raya,34000000,108,Tidak
2025,Sulawesi Selatan,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,One,29000000,77,Ya
2025,Jawa Timur,Surabaya,Mobil Listrik (R4),Hyundai,Ioniq 5,901000000,446,Ya
2025,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Honda,EM1 e:,42000000,120,Ya
2025,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Polytron,Fox R,15000000,73,Ya
2025,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),BYD,Seal,498000000,511,Tidak
2021,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Selis,E-Max,31000000,79,Tidak
2025,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Honda,EM1 e:,40000000,128,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Yadea,E8s Pro,15000000,99,Ya
2024,Jawa Barat,Bandung,Motor Listrik (R2),Selis,E-Max,39000000,106,Tidak
2024,Jawa Barat,Lainnya,Motor Listrik (R2),Alva,One,19000000,110,Ya
2024,Banten,Tangerang Selatan,Mobil Listrik (R4),Hyundai,Kona Electric,868000000,473,Ya
2024,Banten,Tangerang Selatan,Motor Listrik (R2),Gesits,G1,37000000,115,Ya
2023,Banten,Tangerang,Motor Listrik (R2),Selis,Agats,45000000,66,Ya
2025,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Yadea,T9,28000000,85,Ya
2024,Jawa Barat,Bekasi,Motor Listrik (R2),Alva,One,29000000,100,Ya
2023,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Gesits,G1,22000000,103,Ya
2024,Banten,Tangerang,Motor Listrik (R2),Alva,Cervo,43000000,94,Tidak
2024,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Selis,E-Max,39000000,88,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Volta,Virgo,39000000,105,Ya
2025,Jawa Timur,Lainnya,Motor Listrik (R2),Volta,Virgo,26000000,77,Ya
2023,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),BYD,Seal,667000000,567,Tidak
2024,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Chery,Omoda E5,592000000,346,Tidak
2022,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Honda,EM1 e:,43000000,90,Ya
2023,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Chery,Omoda E5,495000000,321,Tidak
2022,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Wuling,Cloud EV,397000000,354,Tidak
2025,Jawa Barat,Bogor,Mobil Listrik (R4),Hyundai,Ioniq 6,1127000000,427,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Gesits,Raya,38000000,122,Ya
2025,Banten,Tangerang,Motor Listrik (R2),Yadea,E8s Pro,42000000,119,Ya
2025,Jawa Barat,Bogor,Motor Listrik (R2),Gesits,G1,33000000,113,Tidak
2025,Jawa Timur,Sidoarjo,Motor Listrik (R2),Selis,E-Max,34000000,99,Ya
2025,Bali,Kota/Kabupaten Lain,Bus/Komersil (EV),INKA,E-Inobus,4177000000,211,Tidak
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,One,34000000,109,Ya
2023,Sulawesi Selatan,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox R,36000000,85,Ya
2025,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Honda,EM1 e:,15000000,103,Ya
2024,Jawa Timur,Surabaya,Motor Listrik (R2),Volta,Mandala,32000000,72,Tidak
2023,Bali,Kota/Kabupaten Lain,Mobil Listrik (R4),Hyundai,Kona Electric,1143000000,355,Ya
2025,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Gesits,G1,37000000,123,Tidak
2022,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Alva,Cervo,43000000,87,Ya
2025,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,One,40000000,73,Ya
2024,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Yadea,E8s Pro,36000000,118,Ya
2024,Banten,Tangerang,Mobil Listrik (R4),BYD,M6,695000000,550,Tidak
2024,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),MG,MG ZS EV,727000000,429,Tidak
2025,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Volta,401,28000000,91,Ya
2024,DKI Jakarta,Jakarta Utara,Bus/Komersil (EV),VKTR,K9,3065000000,183,Tidak
2023,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Honda,EM1 e:,29000000,113,Ya
2023,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox R,27000000,101,Ya
2024,Banten,Lainnya,Motor Listrik (R2),Honda,EM1 e:,37000000,80,Tidak
2025,Jawa Barat,Lainnya,Mobil Listrik (R4),Hyundai,Ioniq 5,983000000,386,Ya
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Honda,EM1 e:,20000000,122,Ya
2024,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Toyota,bZ4X,568000000,366,Tidak
2024,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Yadea,T9,34000000,111,Tidak
2020,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Hyundai,Kona Electric,971000000,424,Tidak
2022,Banten,Tangerang Selatan,Motor Listrik (R2),Polytron,Fox S,36000000,102,Ya
2022,Jawa Barat,Bandung,Motor Listrik (R2),Volta,Mandala,37000000,89,Tidak
2025,Lainnya,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,E8s Pro,21000000,118,Ya
2022,Jawa Barat,Depok,Motor Listrik (R2),Alva,One,18000000,127,Ya
2023,Jawa Barat,Bogor,Motor Listrik (R2),Gesits,Raya,30000000,62,Ya
2024,Jawa Barat,Depok,Motor Listrik (R2),Honda,EM1 e:,28000000,92,Ya
2025,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Selis,E-Max,23000000,99,Ya
2023,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Wuling,Air EV,205000000,391,Ya
2024,Jawa Barat,Bandung,Motor Listrik (R2),Polytron,Fox S,26000000,112,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Volta,401,39000000,75,Tidak
2024,Jawa Barat,Bogor,Motor Listrik (R2),Polytron,Fox S,24000000,65,Ya
2025,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Wuling,Cloud EV,314000000,240,Ya
2023,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,One,20000000,124,Ya
2022,Jawa Barat,Depok,Mobil Listrik (R4),Hyundai,Kona Electric,1159000000,434,Tidak
2023,Jawa Barat,Depok,Mobil Listrik (R4),BYD,Atto 3,632000000,452,Tidak
2024,Jawa Timur,Sidoarjo,Motor Listrik (R2),Gesits,Raya,33000000,79,Ya
2023,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Polytron,Fox S,37000000,84,Tidak
2023,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Alva,Cervo,23000000,117,Ya
2021,Jawa Barat,Bekasi,Mobil Listrik (R4),Wuling,Cloud EV,308000000,343,Tidak
2022,Jawa Timur,Surabaya,Motor Listrik (R2),Yadea,E8s Pro,44000000,68,Tidak
2023,Jawa Timur,Sidoarjo,Motor Listrik (R2),Honda,EM1 e:,21000000,78,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Yadea,T9,40000000,115,Tidak
2023,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Alva,One,32000000,101,Ya
2024,Banten,Tangerang Selatan,Motor Listrik (R2),Yadea,E8s Pro,15000000,73,Ya
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Gesits,G1,37000000,62,Ya
2023,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Gesits,G1,45000000,80,Ya
2023,Banten,Tangerang,Motor Listrik (R2),Gesits,Raya,45000000,67,Tidak
2021,Jawa Barat,Bandung,Mobil Listrik (R4),Wuling,BinguoEV,220000000,251,Tidak
2022,Jawa Barat,Bogor,Mobil Listrik (R4),Wuling,BinguoEV,364000000,301,Tidak
2022,Jawa Barat,Bandung,Motor Listrik (R2),Alva,Cervo,19000000,121,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,One,19000000,117,Ya
2024,Jawa Barat,Bogor,Mobil Listrik (R4),Toyota,bZ4X,505000000,412,Tidak
2024,Jawa Barat,Bandung,Mobil Listrik (R4),Wuling,Air EV,379000000,283,Ya
2023,Sumatera Utara,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,Cervo,20000000,118,Ya
2020,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Volta,Virgo,38000000,63,Ya
2021,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),MG,MG ZS EV,615000000,431,Tidak
2023,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,T9,30000000,112,Ya
2023,Jawa Barat,Bogor,Motor Listrik (R2),Alva,Cervo,19000000,81,Ya
2022,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Polytron,Fox R,38000000,104,Tidak
2025,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Volta,401,27000000,89,Ya
2024,Jawa Barat,Depok,Motor Listrik (R2),Selis,E-Max,25000000,125,Ya
2021,Jawa Barat,Bekasi,Motor Listrik (R2),Alva,Cervo,43000000,121,Tidak
2024,Jawa Barat,Bogor,Motor Listrik (R2),Gesits,Raya,16000000,96,Ya
2023,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Honda,EM1 e:,43000000,125,Tidak
